NP_000012.1	NP_000012.1; XP_016857324.1	467; 448	Pfam	PF01080; PF01080	Presenilin; Presenilin	4.9E-166; 1.3E-107	IPR001108; IPR001108	Peptidase A22A, presenilin; Peptidase A22A, presenilin
NP_002206.2	NP_002206.2; NP_001378948.1	911; 927	Pfam	PF06668, PF00092, PF08487; PF06668, PF00092, PF08487	Inter-alpha-trypsin inhibitor heavy chain C-terminus, von Willebrand factor type A domain, Vault protein inter-alpha-trypsin domain; Inter-alpha-trypsin inhibitor heavy chain C-terminus, von Willebrand factor type A domain, Vault protein inter-alpha-trypsin domain	2.0E-64, 6.2E-21, 1.3E-26; 7.8E-68, 2.2E-25, 1.3E-32	IPR010600, IPR002035, IPR013694; IPR010600, IPR002035, IPR013694	Inter-alpha-trypsin inhibitor heavy chain, C-terminal, von Willebrand factor, type A, VIT domain; Inter-alpha-trypsin inhibitor heavy chain, C-terminal, von Willebrand factor, type A, VIT domain
NP_002215.2	NP_002215.2; XP_016874755.1; NP_001365381.1	2671; 2721; 2758	Pfam	PF02815, PF08454, PF00520, PF01365, PF08709; PF02815, PF08709, PF00520, PF08454, PF01365; PF02815, PF00520, PF08454, PF01365, PF08709	MIR domain, RyR and IP3R Homology associated, Ion transport protein, RIH domain, Inositol 1,4,5-trisphosphate/ryanodine receptor; MIR domain, Inositol 1,4,5-trisphosphate/ryanodine receptor, Ion transport protein, RyR and IP3R Homology associated, RIH domain; MIR domain, Ion transport protein, RyR and IP3R Homology associated, RIH domain, Inositol 1,4,5-trisphosphate/ryanodine receptor	7.0E-63, 1.9E-30, 3.1E-15, 6.8E-67, 8.7E-96; 4.9E-67, 4.9E-89, 5.7E-17, 8.3E-30, 1.8E-65; 1.7E-68, 2.1E-19, 4.1E-30, 9.8E-66, 2.0E-93	IPR016093, IPR013662, IPR005821, IPR000699, IPR014821; IPR016093, IPR014821, IPR005821, IPR013662, IPR000699; IPR016093, IPR005821, IPR013662, IPR000699, IPR014821	MIR motif, RyR/IP3R Homology associated domain, Ion transport domain, RIH domain, Inositol 1,4,5-trisphosphate/ryanodine receptor; MIR motif, Inositol 1,4,5-trisphosphate/ryanodine receptor, Ion transport domain, RyR/IP3R Homology associated domain, RIH domain; MIR motif, Ion transport domain, RyR/IP3R Homology associated domain, RIH domain, Inositol 1,4,5-trisphosphate/ryanodine receptor
NP_002219.1	NP_002219.1; NP_005345.3; NP_002220.1	331; 347; 347	Pfam	PF03957, PF00170; PF03957, PF00170; PF03957, PF00170	Jun-like transcription factor, bZIP transcription factor; Jun-like transcription factor, bZIP transcription factor; Jun-like transcription factor, bZIP transcription factor	4.4E-97, 1.9E-17; 3.8E-80, 8.4E-17; 4.0E-76, 1.8E-18	IPR005643, IPR004827; IPR005643, IPR004827; IPR005643, IPR004827	Jun-like transcription factor, Basic-leucine zipper domain; Jun-like transcription factor, Basic-leucine zipper domain; Jun-like transcription factor, Basic-leucine zipper domain
NP_002228.2	NP_002228.2; NP_758857.1; XP_016881193.1	513; 519; 509	Pfam	PF02214, PF00520; PF02214, PF00520; PF02214, PF00520	BTB/POZ domain, Ion transport protein; BTB/POZ domain, Ion transport protein; BTB/POZ domain, Ion transport protein	6.8E-27, 2.2E-39; 2.8E-25, 5.6E-38; 5.8E-21, 3.0E-36	IPR003131, IPR005821; IPR003131, IPR005821; IPR003131, IPR005821	Potassium channel tetramerisation-type BTB domain, Ion transport domain; Potassium channel tetramerisation-type BTB domain, Ion transport domain; Potassium channel tetramerisation-type BTB domain, Ion transport domain
NP_002237.1	NP_002237.1; XP_011515403.1; NP_071753.2	394; 401; 330	Pfam	PF07885; PF07885; PF07885	Ion channel; Ion channel; Ion channel	2.2E-19; 2.3E-18; 2.4E-17	IPR013099; IPR013099; IPR013099	Potassium channel domain; Potassium channel domain; Potassium channel domain
NP_002243.3	NP_002243.3; NP_065748.1; XP_016883335.1	491; 477; 527	Pfam	PF00520, PF02214; PF00520, PF02214; PF00520, PF02214	Ion transport protein, BTB/POZ domain; Ion transport protein, BTB/POZ domain; Ion transport protein, BTB/POZ domain	7.1E-46, 9.6E-32; 1.7E-42, 1.9E-29; 5.9E-42, 2.2E-26	IPR005821, IPR003131; IPR005821, IPR003131; IPR005821, IPR003131	Ion transport domain, Potassium channel tetramerisation-type BTB domain; Ion transport domain, Potassium channel tetramerisation-type BTB domain; Ion transport domain, Potassium channel tetramerisation-type BTB domain
NP_002246.5	NP_002246.5; NP_001355182.1; NP_065396.1; NP_001018091.1; NP_056952.2; NP_055033.2; NP_055034.2; NP_001355180.1; NP_006728.2; NP_036446.3; NP_037421.2; NP_001278624.1; NP_055327.1; NP_001347100.1; NP_036445.1; NP_055328.2; NP_703144.3; NP_001355183.1; NP_001077008.1	377; 377; 375; 375; 341; 348; 348; 348; 455; 304; 444; 338; 304; 304; 304; 304; 410; 382; 382	Pfam	PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047; PF00047	Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain	5.4E-14; 2.0E-13; 8.7E-10; 8.7E-10; 5.2E-9; 4.5E-9; 2.2E-8; 1.9E-9; 5.5E-10; 1.7E-8; 1.4E-13; 1.6E-9; 1.5E-9; 6.3E-8; 6.3E-8; 1.4E-10; 2.3E-12; 2.3E-12; 2.3E-12	IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151; IPR013151	Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin; Immunoglobulin
NP_002250.2	NP_002250.2; NP_002251.2; NP_031359.2	233; 231; 257	Pfam	PF00059; PF00059; PF00059	Lectin C-type domain; Lectin C-type domain; Lectin C-type domain	2.7E-9; 2.2E-10; 3.8E-8	IPR001304; IPR001304; IPR001304	C-type lectin-like; C-type lectin-like; C-type lectin-like
NP_002258.2	NP_002258.2; NP_002259.1; NP_001307540.1; XP_016867697.1	521; 521; 529; 548	Pfam	PF00514, PF16186, PF01749; PF00514, PF16186, PF01749; PF00514, PF16186, PF01749; PF16186, PF00514, PF01749	Armadillo/beta-catenin-like repeat, Atypical Arm repeat, Importin beta binding domain; Armadillo/beta-catenin-like repeat, Atypical Arm repeat, Importin beta binding domain; Armadillo/beta-catenin-like repeat, Atypical Arm repeat, Importin beta binding domain; Atypical Arm repeat, Armadillo/beta-catenin-like repeat, Importin beta binding domain	1.4E-12, 5.4E-22, 5.2E-22; 3.1E-13, 1.6E-22, 1.7E-21; 3.4E-11, 9.3E-24, 1.1E-28; 6.8E-17, 2.4E-11, 5.7E-18	IPR000225, IPR032413, IPR002652; IPR000225, IPR032413, IPR002652; IPR000225, IPR032413, IPR002652; IPR032413, IPR000225, IPR002652	Armadillo, Atypical Arm repeat, Importin-alpha, importin-beta-binding domain; Armadillo, Atypical Arm repeat, Importin-alpha, importin-beta-binding domain; Armadillo, Atypical Arm repeat, Importin-alpha, importin-beta-binding domain; Atypical Arm repeat, Armadillo, Importin-alpha, importin-beta-binding domain
NP_002261.3	NP_002261.3; NP_001369171.1	898; 897	Pfam	PF13513, PF03810; PF13513, PF03810	HEAT-like repeat, Importin-beta N-terminal domain; HEAT-like repeat, Importin-beta N-terminal domain	5.6E-12, 2.8E-15; 1.5E-12, 3.5E-15	-, IPR001494; -, IPR001494	-, Importin-beta, N-terminal domain; -, Importin-beta, N-terminal domain
NP_002283.3	NP_002283.3; XP_016867690.1	1798; 1810	Pfam	PF00055, PF00053; PF00055, PF00053	Laminin N-terminal (Domain VI), Laminin EGF domain; Laminin N-terminal (Domain VI), Laminin EGF domain	5.5E-76, 7.8E-13; 3.9E-80, 1.5E-11	IPR008211, IPR002049; IPR008211, IPR002049	Laminin, N-terminal, Laminin EGF domain; Laminin, N-terminal, Laminin EGF domain
NP_002289.2	NP_002289.2; NP_001129497.1; XP_016862115.1	627; 630; 629	Pfam	PF00307, PF13499; PF13499, PF00307; PF00307, PF13499	Calponin homology (CH) domain, EF-hand domain pair; EF-hand domain pair, Calponin homology (CH) domain; Calponin homology (CH) domain, EF-hand domain pair	2.7E-24, 3.7E-10; 5.7E-11, 7.3E-25; 1.0E-25, 5.5E-12	IPR001715, IPR002048; IPR002048, IPR001715; IPR001715, IPR002048	Calponin homology domain, EF-hand domain; EF-hand domain, Calponin homology domain; Calponin homology domain, EF-hand domain
NP_002292.1	NP_002292.1; NP_001158886.1; NP_149972.1; XP_011518224.1; XP_006719137.1	332; 361; 381; 374; 353	Pfam	PF02866, PF00056; PF02866, PF00056; PF02866, PF00056; PF00056, PF02866; PF00056, PF02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain, lactate/malate dehydrogenase, NAD binding domain; lactate/malate dehydrogenase, alpha/beta C-terminal domain, lactate/malate dehydrogenase, NAD binding domain; lactate/malate dehydrogenase, alpha/beta C-terminal domain, lactate/malate dehydrogenase, NAD binding domain; lactate/malate dehydrogenase, NAD binding domain, lactate/malate dehydrogenase, alpha/beta C-terminal domain; lactate/malate dehydrogenase, NAD binding domain, lactate/malate dehydrogenase, alpha/beta C-terminal domain	1.8E-26, 5.4E-48; 4.9E-23, 1.0E-50; 4.3E-24, 7.4E-46; 1.3E-41, 1.9E-22; 4.5E-50, 5.9E-12	IPR022383, IPR001236; IPR022383, IPR001236; IPR022383, IPR001236; IPR001236, IPR022383; IPR001236, IPR022383	Lactate/malate dehydrogenase, C-terminal, Lactate/malate dehydrogenase, N-terminal; Lactate/malate dehydrogenase, C-terminal, Lactate/malate dehydrogenase, N-terminal; Lactate/malate dehydrogenase, C-terminal, Lactate/malate dehydrogenase, N-terminal; Lactate/malate dehydrogenase, N-terminal, Lactate/malate dehydrogenase, C-terminal; Lactate/malate dehydrogenase, N-terminal, Lactate/malate dehydrogenase, C-terminal
NP_002298.1	NP_001035972.1; NP_002298.1	136; 136	Pfam	PF00337; PF00337	Galactoside-binding lectin; Galactoside-binding lectin	4.4E-37; 4.4E-37	IPR001079; IPR001079	Galectin, carbohydrate recognition domain; Galectin, carbohydrate recognition domain
NP_002309.1	NP_002309.1; XP_024308944.1; XP_024304000.1	774; 753; 757	Pfam	PF01186, PF00530; PF00530, PF01186; PF01186, PF00530	Lysyl oxidase, Scavenger receptor cysteine-rich domain; Scavenger receptor cysteine-rich domain, Lysyl oxidase; Lysyl oxidase, Scavenger receptor cysteine-rich domain	1.7E-103, 4.0E-29; 4.7E-29, 1.9E-102; 4.2E-99, 1.4E-29	IPR001695, IPR001190; IPR001190, IPR001695; IPR001695, IPR001190	Lysyl oxidase, SRCR domain; SRCR domain, Lysyl oxidase; Lysyl oxidase, SRCR domain
NP_002327.2	NP_002327.2; XP_011543331.1	1613; 1662	Pfam	PF00057, PF14670, PF00058; PF00058, PF00057, PF14670	Low-density lipoprotein receptor domain class A, Coagulation Factor Xa inhibitory site, Low-density lipoprotein receptor repeat class B; Low-density lipoprotein receptor repeat class B, Low-density lipoprotein receptor domain class A, Coagulation Factor Xa inhibitory site	5.9E-11, 2.2E-11, 2.0E-13; 1.0E-14, 1.9E-11, 3.1E-12	IPR002172, -, IPR000033; IPR000033, IPR002172, -	Low-density lipoprotein (LDL) receptor class A repeat, -, LDLR class B repeat; LDLR class B repeat, Low-density lipoprotein (LDL) receptor class A repeat, -
NP_002348.1	NP_002348.1; NP_569157.2; NP_006445.1	221; 295; 209	Pfam	PF00010; PF00010; PF00010	Helix-loop-helix DNA-binding domain; Helix-loop-helix DNA-binding domain; Helix-loop-helix DNA-binding domain	4.4E-12; 2.5E-11; 9.5E-11	IPR011598; IPR011598; IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain; Myc-type, basic helix-loop-helix (bHLH) domain; Myc-type, basic helix-loop-helix (bHLH) domain
NP_002350.1	NP_002350.1; NP_002351.1; NP_001155044.1	162; 156; 164	Pfam	PF03131; PF03131; PF03131	bZIP Maf transcription factor; bZIP Maf transcription factor; bZIP Maf transcription factor	1.5E-33; 2.3E-34; 1.2E-33	IPR004826; IPR004826; IPR004826	Basic leucine zipper domain, Maf-type; Basic leucine zipper domain, Maf-type; Basic leucine zipper domain, Maf-type
NP_002354.2	NP_002354.2; NP_002358.1; NP_001373794.1; NP_775970.2; NP_872312.2; NP_001264236.1	347; 346; 346; 343; 347; 336	Pfam	PF12440, PF01454; PF12440, PF01454; PF01454, PF12440; PF12440, PF01454; PF01454, PF12440; PF12440, PF01454	Melanoma associated antigen family N terminal, MAGE family; Melanoma associated antigen family N terminal, MAGE family; MAGE family, Melanoma associated antigen family N terminal; Melanoma associated antigen family N terminal, MAGE family; MAGE family, Melanoma associated antigen family N terminal; Melanoma associated antigen family N terminal, MAGE family	1.5E-32, 7.1E-13; 1.1E-27, 1.2E-15; 7.8E-13, 4.8E-20; 1.0E-27, 4.6E-13; 2.5E-18, 9.7E-23; 9.3E-26, 3.5E-16	IPR021072, IPR002190; IPR021072, IPR002190; IPR002190, IPR021072; IPR021072, IPR002190; IPR002190, IPR021072; IPR021072, IPR002190	Melanoma associated antigen, N-terminal, MAGE homology domain; Melanoma associated antigen, N-terminal, MAGE homology domain; MAGE homology domain, Melanoma associated antigen, N-terminal; Melanoma associated antigen, N-terminal, MAGE homology domain; MAGE homology domain, Melanoma associated antigen, N-terminal; Melanoma associated antigen, N-terminal, MAGE homology domain
NP_002361.1	NP_002361.1; NP_060518.1	146; 148	Pfam	PF02792; PF02792	Mago nashi protein; Mago nashi protein	3.7E-78; 3.9E-78	IPR004023; IPR004023	Mago nashi protein; Mago nashi protein
NP_002363.2	NP_002363.2; NP_001307906.1	1144; 1175	Pfam	PF09261, PF01074, PF07748; PF01074, PF07748, PF09261	Alpha mannosidase middle domain, Glycosyl hydrolases family 38 N-terminal domain, Glycosyl hydrolases family 38 C-terminal domain; Glycosyl hydrolases family 38 N-terminal domain, Glycosyl hydrolases family 38 C-terminal domain, Alpha mannosidase middle domain	2.9E-24, 2.6E-108, 1.8E-42; 7.2E-107, 4.0E-43, 1.6E-22	IPR015341, IPR000602, IPR011682; IPR000602, IPR011682, IPR015341	Glycoside hydrolase family 38, central domain, Glycoside hydrolase family 38, N-terminal domain, Glycosyl hydrolase family 38, C-terminal; Glycoside hydrolase family 38, N-terminal domain, Glycosyl hydrolase family 38, C-terminal, Glycoside hydrolase family 38, central domain
NP_002369.2	NP_002369.2; NP_001341917.1	508; 450	Pfam	PF00018, PF07714, PF00017; PF00018, PF07714, PF00017	SH3 domain, Protein tyrosine and serine/threonine kinase, SH2 domain; SH3 domain, Protein tyrosine and serine/threonine kinase, SH2 domain	2.2E-6, 1.9E-87, 3.2E-20; 3.7E-13, 1.2E-88, 1.4E-24	IPR001452, IPR001245, IPR000980; IPR001452, IPR001245, IPR000980	SH3 domain, Serine-threonine/tyrosine-protein kinase, catalytic domain, SH2 domain; SH3 domain, Serine-threonine/tyrosine-protein kinase, catalytic domain, SH2 domain
NP_002370.1	NP_002370.1; NP_003824.2; NP_002372.1	496; 581; 486	Pfam	PF10393, PF14670, PF00092; PF00092, PF14670, PF10393; PF14670, PF10393, PF00092	Trimeric coiled-coil oligomerisation domain of matrilin, Coagulation Factor Xa inhibitory site, von Willebrand factor type A domain; von Willebrand factor type A domain, Coagulation Factor Xa inhibitory site, Trimeric coiled-coil oligomerisation domain of matrilin; Coagulation Factor Xa inhibitory site, Trimeric coiled-coil oligomerisation domain of matrilin, von Willebrand factor type A domain	1.3E-20, 4.6E-10, 4.9E-54; 9.1E-50, 4.8E-9, 1.7E-9; 5.9E-10, 1.1E-14, 2.4E-46	IPR019466, -, IPR002035; IPR002035, -, IPR019466; -, IPR019466, IPR002035	Matrilin, coiled-coil trimerisation domain, -, von Willebrand factor, type A; von Willebrand factor, type A, -, Matrilin, coiled-coil trimerisation domain; -, Matrilin, coiled-coil trimerisation domain, von Willebrand factor, type A
NP_002377.4	NP_002377.4; NP_005903.2; NP_005904.1; NP_063941.3	317; 332; 325; 323	Pfam	PF00001; PF00001; PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	1.7E-32; 2.6E-34; 1.0E-34; 3.5E-40	IPR000276; IPR000276; IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_002386.1	NP_002386.1; NP_001338863.1; NP_002387.1	572; 604; 584	Pfam	PF03949, PF00390; PF00390, PF03949; PF00390, PF03949	Malic enzyme, NAD binding domain, Malic enzyme, N-terminal domain; Malic enzyme, N-terminal domain, Malic enzyme, NAD binding domain; Malic enzyme, N-terminal domain, Malic enzyme, NAD binding domain	8.9E-102, 7.8E-80; 9.3E-80, 2.8E-101; 1.7E-78, 2.8E-97	IPR012302, IPR012301; IPR012301, IPR012302; IPR012301, IPR012302	Malic enzyme, NAD-binding, Malic enzyme, N-terminal domain; Malic enzyme, N-terminal domain, Malic enzyme, NAD-binding; Malic enzyme, N-terminal domain, Malic enzyme, NAD-binding
NP_002396.2	NP_002396.2; NP_001035257.1; NP_002908.1	321; 379; 331	Pfam	PF02434; PF02434; PF02434	Fringe-like; Fringe-like; Fringe-like	4.8E-112; 6.8E-122; 2.5E-114	IPR003378; IPR003378; IPR003378	Fringe-like; Fringe-like; Fringe-like
NP_002398.1	NP_002398.1; XP_005274062.3	95; 120	Pfam	PF01099; PF01099	Uteroglobin family; Uteroglobin family	2.4E-26; 6.3E-24	IPR016126; IPR016126	Secretoglobin; Secretoglobin
NP_002412.1	NP_002412.1; XP_011541136.1; NP_002413.1; NP_002416.1; NP_071405.2; NP_002418.1; NP_002417.2	469; 476; 477; 476; 513; 471; 470	Pfam	PF00045, PF01471, PF00413; PF00413, PF01471, PF00045; PF00045, PF00413, PF01471; PF01471, PF00045, PF00413; PF00413, PF01471, PF00045; PF01471, PF00045, PF00413; PF00413, PF00045, PF01471	Hemopexin, Putative peptidoglycan binding domain, Matrixin; Matrixin, Putative peptidoglycan binding domain, Hemopexin; Hemopexin, Matrixin, Putative peptidoglycan binding domain; Putative peptidoglycan binding domain, Hemopexin, Matrixin; Matrixin, Putative peptidoglycan binding domain, Hemopexin; Putative peptidoglycan binding domain, Hemopexin, Matrixin; Matrixin, Hemopexin, Putative peptidoglycan binding domain	2.7E-17, 4.4E-13, 2.6E-62; 7.3E-62, 1.6E-9, 4.2E-15; 8.9E-16, 6.0E-64, 7.8E-10; 3.2E-10, 1.9E-15, 3.7E-62; 8.5E-57, 1.3E-13, 1.4E-9; 2.3E-11, 4.7E-12, 1.5E-65; 5.2E-61, 1.9E-15, 2.7E-14	IPR018487, IPR002477, IPR001818; IPR001818, IPR002477, IPR018487; IPR018487, IPR001818, IPR002477; IPR002477, IPR018487, IPR001818; IPR001818, IPR002477, IPR018487; IPR002477, IPR018487, IPR001818; IPR001818, IPR018487, IPR002477	Hemopexin-like repeats, Peptidoglycan binding-like, Peptidase M10, metallopeptidase; Peptidase M10, metallopeptidase, Peptidoglycan binding-like, Hemopexin-like repeats; Hemopexin-like repeats, Peptidase M10, metallopeptidase, Peptidoglycan binding-like; Peptidoglycan binding-like, Hemopexin-like repeats, Peptidase M10, metallopeptidase; Peptidase M10, metallopeptidase, Peptidoglycan binding-like, Hemopexin-like repeats; Peptidoglycan binding-like, Hemopexin-like repeats, Peptidase M10, metallopeptidase; Peptidase M10, metallopeptidase, Hemopexin-like repeats, Peptidoglycan binding-like
NP_002419.1	NP_002419.1; NP_005932.2; NP_006681.1; NP_004986.1	669; 607; 645; 582	Pfam	PF00413, PF01471, PF00045, PF11857; PF00413, PF11857, PF00045, PF01471; PF00413, PF00045, PF11857, PF01471; PF11857, PF01471, PF00413, PF00045	Matrixin, Putative peptidoglycan binding domain, Hemopexin, Domain of unknown function (DUF3377); Matrixin, Domain of unknown function (DUF3377), Hemopexin, Putative peptidoglycan binding domain; Matrixin, Hemopexin, Domain of unknown function (DUF3377), Putative peptidoglycan binding domain; Domain of unknown function (DUF3377), Putative peptidoglycan binding domain, Matrixin, Hemopexin	6.1E-58, 6.5E-10, 3.7E-14, 1.1E-28; 5.8E-60, 5.5E-30, 6.0E-18, 9.9E-9; 7.7E-63, 1.9E-15, 2.1E-28, 1.1E-10; 2.1E-24, 4.5E-11, 8.5E-59, 3.5E-14	IPR001818, IPR002477, IPR018487, IPR021805; IPR001818, IPR021805, IPR018487, IPR002477; IPR001818, IPR018487, IPR021805, IPR002477; IPR021805, IPR002477, IPR001818, IPR018487	Peptidase M10, metallopeptidase, Peptidoglycan binding-like, Hemopexin-like repeats, Peptidase M10A, matrix metallopeptidase, C-terminal; Peptidase M10, metallopeptidase, Peptidase M10A, matrix metallopeptidase, C-terminal, Hemopexin-like repeats, Peptidoglycan binding-like; Peptidase M10, metallopeptidase, Hemopexin-like repeats, Peptidase M10A, matrix metallopeptidase, C-terminal, Peptidoglycan binding-like; Peptidase M10A, matrix metallopeptidase, C-terminal, Peptidoglycan binding-like, Peptidase M10, metallopeptidase, Hemopexin-like repeats
