NP_000076.2	NP_000076.2; NP_004061.3	687; 687	Pfam	PF00571, PF00654; PF00654, PF00571	CBS domain, Voltage gated chloride channel; Voltage gated chloride channel, CBS domain	2.1E-5, 2.6E-73; 1.4E-74, 9.1E-5	IPR000644, IPR001807; IPR001807, IPR000644	CBS domain, Chloride channel, voltage gated; Chloride channel, voltage gated, CBS domain
NP_005264.2	NP_005264.2; NP_067642.1; XP_016856548.1; XP_011519255.1	340; 340; 340; 360	Pfam	PF00400; PF00400; PF00400; PF00400	WD domain, G-beta repeat; WD domain, G-beta repeat; WD domain, G-beta repeat; WD domain, G-beta repeat	1.6E-6; 2.9E-7; 1.5E-8; 7.0E-8	IPR001680; IPR001680; IPR001680; IPR001680	WD40 repeat; WD40 repeat; WD40 repeat; WD40 repeat
NP_005265.1	NP_005265.1; NP_001382951.1	68; 68	Pfam	PF00631; PF00631	GGL domain; GGL domain	1.5E-15; 8.1E-14	IPR015898; IPR015898	G-protein gamma-like domain; G-protein gamma-like domain
NP_005316.1	NP_005316.1; NP_005310.1; NP_005311.1; NP_005312.1; NP_005313.1	215; 213; 221; 219; 226	Pfam	PF00538; PF00538; PF00538; PF00538; PF00538	linker histone H1 and H5 family; linker histone H1 and H5 family; linker histone H1 and H5 family; linker histone H1 and H5 family; linker histone H1 and H5 family	1.5E-20; 3.3E-22; 3.6E-22; 3.5E-22; 9.4E-22	IPR005818; IPR005818; IPR005818; IPR005818; IPR005818	Linker histone H1/H5, domain H15; Linker histone H1/H5, domain H15; Linker histone H1/H5, domain H15; Linker histone H1/H5, domain H15; Linker histone H1/H5, domain H15
NP_005353.1	NP_005353.1; NP_787064.1; NP_001159858.1; NP_001373059.1; NP_001308329.1	314; 314; 314; 314; 314	Pfam	PF12440, PF01454; PF12440, PF01454; PF12440, PF01454; PF01454, PF12440; PF01454, PF12440	Melanoma associated antigen family N terminal, MAGE family; Melanoma associated antigen family N terminal, MAGE family; Melanoma associated antigen family N terminal, MAGE family; MAGE family, Melanoma associated antigen family N terminal; MAGE family, Melanoma associated antigen family N terminal	5.6E-26, 1.4E-9; 5.6E-26, 9.7E-10; 1.3E-25, 4.1E-10; 1.6E-11, 1.2E-26; 1.6E-11, 1.2E-26	IPR021072, IPR002190; IPR021072, IPR002190; IPR021072, IPR002190; IPR002190, IPR021072; IPR002190, IPR021072	Melanoma associated antigen, N-terminal, MAGE homology domain; Melanoma associated antigen, N-terminal, MAGE homology domain; Melanoma associated antigen, N-terminal, MAGE homology domain; MAGE homology domain, Melanoma associated antigen, N-terminal; MAGE homology domain, Melanoma associated antigen, N-terminal
NP_005361.2	NP_005361.2; NP_057614.1	207; 207	Pfam	PF00071; PF00071	Ras family; Ras family	1.0E-66; 2.9E-67	IPR001806; IPR001806	Small GTPase; Small GTPase
NP_005381.1	NP_005381.1; NP_001166925.1	388; 428	Pfam	PF00676; PF00676	Dehydrogenase E1 component; Dehydrogenase E1 component	2.5E-119; 4.0E-124	IPR001017; IPR001017	Dehydrogenase, E1 component; Dehydrogenase, E1 component
NP_005393.2	NP_005393.2; NP_001356329.1	206; 206	Pfam	PF00071; PF00071	Ras family; Ras family	3.5E-56; 1.2E-54	IPR001806; IPR001806	Small GTPase; Small GTPase
NP_005452.2	NP_005452.2; NP_963883.2	323; 353	Pfam	PF08383, PF03131; PF08383, PF03131	Maf N-terminal region, bZIP Maf transcription factor; Maf N-terminal region, bZIP Maf transcription factor	1.9E-20, 3.2E-35; 1.6E-20, 4.8E-33	IPR013592, IPR004826; IPR013592, IPR004826	Maf transcription factor, N-terminal, Basic leucine zipper domain, Maf-type; Maf transcription factor, N-terminal, Basic leucine zipper domain, Maf-type
NP_005498.1	NP_005498.1; NP_619579.1	166; 166	Pfam	PF00241; PF00241	Cofilin/tropomyosin-type actin-binding protein; Cofilin/tropomyosin-type actin-binding protein	3.0E-32; 1.3E-31	IPR002108; IPR002108	Actin-depolymerising factor homology domain; Actin-depolymerising factor homology domain
NP_005508.1	NP_005508.1; XP_016865661.1	90; 90	Pfam	PF01101; PF01101	HMG14 and HMG17; HMG14 and HMG17	7.2E-32; 2.9E-28	IPR000079; IPR000079	High mobility group protein HMGN; High mobility group protein HMGN
NP_005575.1	NP_005575.1; NP_006430.1	359; 359	Pfam	PF03281; PF03281	Mab-21 protein; Mab-21 protein	1.1E-75; 2.7E-77	IPR024810; IPR024810	Mab-21 domain; Mab-21 domain
NP_005601.1	NP_005601.1; NP_001185648.1	425; 469	Pfam	PF12265, PF00400; PF00400, PF12265	Histone-binding protein RBBP4 or subunit C of CAF1 complex, WD domain, G-beta repeat; WD domain, G-beta repeat, Histone-binding protein RBBP4 or subunit C of CAF1 complex	2.4E-27, 3.3E-7; 2.0E-6, 9.0E-26	IPR022052, IPR001680; IPR001680, IPR022052	Histone-binding protein RBBP4, N-terminal, WD40 repeat; WD40 repeat, Histone-binding protein RBBP4, N-terminal
NP_005645.1	NP_005645.1; NP_066285.1	423; 414	Pfam	PF00105, PF00104; PF00104, PF00105	Zinc finger, C4 type (two domains), Ligand-binding domain of nuclear hormone receptor; Ligand-binding domain of nuclear hormone receptor, Zinc finger, C4 type (two domains)	2.8E-31, 3.2E-38; 4.3E-38, 2.8E-31	IPR001628, IPR000536; IPR000536, IPR001628	Zinc finger, nuclear hormone receptor-type, Nuclear hormone receptor, ligand-binding domain; Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type
NP_005666.2	NP_005666.2; NP_001355171.1; NP_150282.2	220; 220; 220	Pfam	PF07324; PF07324; PF07324	DiGeorge syndrome critical region 6 (DGCR6) protein; DiGeorge syndrome critical region 6 (DGCR6) protein; DiGeorge syndrome critical region 6 (DGCR6) protein	5.6E-95; 5.6E-95; 3.1E-94	IPR010849; IPR010849; IPR010849	Gonadal family; Gonadal family; Gonadal family
NP_005683.2	NP_005683.2; NP_009120.1	634; 623	Pfam	PF12848, PF00005; PF00005, PF12848	ABC transporter, ABC transporter; ABC transporter, ABC transporter	4.2E-22, 3.8E-25; 3.7E-25, 4.1E-22	IPR032781, IPR003439; IPR003439, IPR032781	ABC-transporter extension domain, ABC transporter-like, ATP-binding domain; ABC transporter-like, ATP-binding domain, ABC-transporter extension domain
NP_005712.1	NP_005712.1; NP_065178.1	418; 418	Pfam	PF00022; PF00022	Actin; Actin	3.7E-87; 1.7E-88	IPR004000; IPR004000	Actin family; Actin family
NP_005726.1	NP_005726.1; NP_005727.1	376; 376	Pfam	PF00022; PF00022	Actin; Actin	4.4E-134; 3.0E-133	IPR004000; IPR004000	Actin family; Actin family
NP_005738.4	NP_005738.4; NP_031378.1	270; 270	Pfam	PF00089; PF00089	Trypsin; Trypsin	5.0E-66; 3.5E-68	IPR001254; IPR001254	Serine proteases, trypsin domain; Serine proteases, trypsin domain
NP_005792.1	NP_005792.1; NP_005866.1	113; 113	Pfam	PF01253; PF01253	Translation initiation factor SUI1; Translation initiation factor SUI1	1.8E-29; 2.3E-29	IPR001950; IPR001950	SUI1 domain; SUI1 domain
NP_005795.2	NP_005795.2; NP_542165.1	427; 428	Pfam	PF00270, PF00271; PF00271, PF00270	DEAD/DEAH box helicase, Helicase conserved C-terminal domain; Helicase conserved C-terminal domain, DEAD/DEAH box helicase	1.1E-38, 7.2E-24; 8.7E-23, 6.9E-39	IPR011545, IPR001650; IPR001650, IPR011545	DEAD/DEAH box helicase domain, Helicase, C-terminal; Helicase, C-terminal, DEAD/DEAH box helicase domain
NP_005806.3	NP_005806.3; NP_001074290.1	671; 643	Pfam	PF01352, PF00096, PF13912; PF13912, PF00096, PF01352	KRAB box, Zinc finger, C2H2 type, C2H2-type zinc finger; C2H2-type zinc finger, Zinc finger, C2H2 type, KRAB box	2.1E-18, 1.4E-5, 3.3E-6; 3.1E-6, 9.6E-6, 4.0E-19	IPR001909, IPR013087, -; -, IPR013087, IPR001909	Krueppel-associated box, Zinc finger C2H2-type, -; -, Zinc finger C2H2-type, Krueppel-associated box
NP_005844.4	NP_005844.4; XP_005256196.1	483; 529	Pfam	PF05920; PF05920	Homeobox KN domain; Homeobox KN domain	4.7E-15; 5.3E-15	IPR008422; IPR008422	Homeobox KN domain; Homeobox KN domain
NP_005893.1	NP_005893.1; XP_016881234.1	425; 467	Pfam	PF03165, PF03166; PF03166, PF03165	MH1 domain, MH2 domain; MH2 domain, MH1 domain	1.5E-43, 7.6E-75; 5.4E-75, 7.0E-43	IPR003619, IPR001132; IPR001132, IPR003619	MAD homology 1, Dwarfin-type, SMAD domain, Dwarfin-type; SMAD domain, Dwarfin-type, MAD homology 1, Dwarfin-type
NP_005928.2	NP_005928.2; XP_024303947.1	1093; 1102	Pfam	PF13831, PF13832; PF13832, PF13831	PHD-finger, PHD-zinc-finger like domain; PHD-zinc-finger like domain, PHD-finger	6.0E-13, 3.8E-30; 1.3E-30, 3.6E-13	-, -; -, -	-, -; -, -
NP_005937.2	NP_005937.2; NP_005944.1; NP_005940.1; NP_001288196.1; NP_005943.1; NP_789846.2; NP_005942.1; NP_001263616.1; NP_005938.1	61; 61; 61; 62; 61; 61; 61; 61; 61	Pfam	PF00131; PF00131; PF00131; PF00131; PF00131; PF00131; PF00131; PF00131; PF00131	Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein	1.7E-18; 1.0E-18; 1.5E-17; 2.1E-17; 3.6E-17; 1.1E-16; 3.9E-18; 8.7E-17; 6.0E-18	IPR003019; IPR003019; IPR003019; IPR003019; IPR003019; IPR003019; IPR003019; IPR003019; IPR003019	Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein; Metallothionein
NP_005979.1	NP_005979.1; NP_001375127.1; NP_001369177.1; NP_001019380.2	72; 72; 72; 72	Pfam	PF14820; PF14820; PF14820; PF14820	Small proline-rich 2; Small proline-rich 2; Small proline-rich 2; Small proline-rich 2	7.6E-28; 5.8E-27; 5.8E-26; 2.5E-26	IPR029142; IPR029142; IPR029142; IPR029142	Small proline-rich protein 2; Small proline-rich protein 2; Small proline-rich protein 2; Small proline-rich protein 2
NP_005991.1	NP_005991.1; NP_006073.2; NP_006000.2; NP_005992.1; NP_525125.2; NP_997195.2; NP_061816.1	448; 451; 451; 450; 450; 450; 449	Pfam	PF00091, PF03953; PF03953, PF00091; PF03953, PF00091; PF03953, PF00091; PF03953, PF00091; PF03953, PF00091; PF03953, PF00091	Tubulin/FtsZ family, GTPase domain, Tubulin C-terminal domain; Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain; Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain; Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain; Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain; Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain; Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain	1.6E-67, 2.0E-52; 1.6E-52, 4.5E-69; 1.6E-52, 4.5E-69; 1.3E-52, 1.4E-67; 1.3E-52, 1.4E-67; 2.1E-52, 2.8E-67; 4.7E-52, 2.7E-67	IPR003008, IPR018316; IPR018316, IPR003008; IPR018316, IPR003008; IPR018316, IPR003008; IPR018316, IPR003008; IPR018316, IPR003008; IPR018316, IPR003008	Tubulin/FtsZ, GTPase domain, Tubulin/FtsZ, 2-layer sandwich domain; Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain
NP_005995.2	NP_005995.2; NP_001083060.1	91; 91	Pfam	PF02320; PF02320	Ubiquinol-cytochrome C reductase hinge protein; Ubiquinol-cytochrome C reductase hinge protein	2.5E-23; 4.3E-19	IPR023184; IPR023184	Ubiquinol-cytochrome C reductase hinge domain; Ubiquinol-cytochrome C reductase hinge domain
NP_006009.2	NP_006009.2; NP_808219.1	387; 363	Pfam	PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	8.7E-38; 1.6E-37	IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_006032.1	NP_006032.1; NP_006033.1	390; 406	Pfam	PF00685; PF00685	Sulfotransferase domain; Sulfotransferase domain	2.2E-43; 2.5E-43	IPR000863; IPR000863	Sulfotransferase domain; Sulfotransferase domain
NP_006088.2	NP_006088.2; NP_291024.1; NP_001289978.1	172; 172; 177	Pfam	PF13405, PF13833; PF13405, PF08976; PF13405, PF08976	EF-hand domain, EF-hand domain pair; EF-hand domain, EF-hand domain; EF-hand domain, EF-hand domain	5.8E-8, 0.0026; 5.8E-8, 5.8E-5; 6.1E-8, 6.8E-5	IPR002048, IPR002048; IPR002048, IPR015070; IPR002048, IPR015070	EF-hand domain, EF-hand domain; EF-hand domain, DJBP, EF-hand domain; EF-hand domain, DJBP, EF-hand domain
NP_006179.2	NP_006179.2; NP_001091091.1	109; 109	Pfam	PF13499; PF13499	EF-hand domain pair; EF-hand domain pair	1.1E-13; 1.1E-13	IPR002048; IPR002048	EF-hand domain; EF-hand domain
NP_006227.1	NP_006227.1; NP_002690.3; NP_005595.2	500; 451; 443	Pfam	PF00046, PF00157; PF00046, PF00157; PF00046, PF00157	Homeodomain, Pou domain - N-terminal to homeobox domain; Homeodomain, Pou domain - N-terminal to homeobox domain; Homeodomain, Pou domain - N-terminal to homeobox domain	1.2E-18, 2.4E-38; 1.1E-17, 5.9E-38; 1.3E-18, 2.0E-38	IPR001356, IPR000327; IPR001356, IPR000327; IPR001356, IPR000327	Homeobox domain, POU-specific domain; Homeobox domain, POU-specific domain; Homeobox domain, POU-specific domain
NP_006296.1	NP_006296.1; NP_006392.1	249; 251	Pfam	PF14580; PF14580	Leucine-rich repeat; Leucine-rich repeat	5.3E-16; 1.0E-16	-; -	-; -
NP_006318.1	NP_006318.1; NP_001277046.1	209; 188	Pfam	PF02466; PF02466	Tim17/Tim22/Tim23/Pmp24 family; Tim17/Tim22/Tim23/Pmp24 family	1.9E-20; 3.4E-19	-; -	-; -
NP_006363.4	NP_006363.4; NP_001095868.1	623; 636	Pfam	PF18360, PF00076; PF18360, PF00076	Heterogeneous nuclear ribonucleoprotein Q acidic domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); Heterogeneous nuclear ribonucleoprotein Q acidic domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	3.6E-33, 4.2E-15; 2.4E-32, 3.0E-15	IPR041337, IPR000504; IPR041337, IPR000504	Heterogeneous nuclear ribonucleoprotein Q acidic domain, RNA recognition motif domain; Heterogeneous nuclear ribonucleoprotein Q acidic domain, RNA recognition motif domain
NP_006432.1	NP_006432.1; NP_001186689.1	203; 179	Pfam	PF01812; PF01812	5-formyltetrahydrofolate cyclo-ligase family; 5-formyltetrahydrofolate cyclo-ligase family	1.0E-62; 7.7E-54	IPR002698; IPR002698	5-formyltetrahydrofolate cyclo-ligase; 5-formyltetrahydrofolate cyclo-ligase
NP_006467.4	NP_006467.4; NP_001159349.1	103; 100	Pfam	PF04718; PF04718	Mitochondrial ATP synthase g subunit; Mitochondrial ATP synthase g subunit	4.0E-27; 1.9E-19	IPR006808; IPR006808	ATP synthase, F0 complex, subunit G, mitochondrial; ATP synthase, F0 complex, subunit G, mitochondrial
NP_006520.2	NP_006520.2; NP_001139512.1; NP_001112357.1	464; 457; 452	Pfam	PF02932, PF02931; PF02931, PF02932; PF02931, PF02932	Neurotransmitter-gated ion-channel transmembrane region, Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion-channel ligand binding domain, Neurotransmitter-gated ion-channel transmembrane region; Neurotransmitter-gated ion-channel ligand binding domain, Neurotransmitter-gated ion-channel transmembrane region	7.4E-34, 3.9E-52; 1.8E-52, 8.4E-34; 1.9E-52, 2.4E-33	IPR006029, IPR006202; IPR006202, IPR006029; IPR006202, IPR006029	Neurotransmitter-gated ion-channel transmembrane domain, Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel ligand-binding domain, Neurotransmitter-gated ion-channel transmembrane domain; Neurotransmitter-gated ion-channel ligand-binding domain, Neurotransmitter-gated ion-channel transmembrane domain
NP_006598.2	NP_006598.2; XP_024302028.1	191; 212	Pfam	PF04856; PF04856	Securin sister-chromatid separation inhibitor; Securin sister-chromatid separation inhibitor	1.0E-33; 5.1E-35	IPR006940; IPR006940	Securin sister-chromatid separation inhibitor; Securin sister-chromatid separation inhibitor
NP_006640.2	NP_006640.2; NP_067677.4	771; 766	Pfam	PF04615; PF04615	Utp14 protein; Utp14 protein	7.7E-169; 2.4E-162	-; -	-; -
NP_006642.1	NP_006642.1; XP_016864453.1	134; 134	Pfam	PF05835; PF05835	Synaphin protein; Synaphin protein	1.2E-40; 1.2E-40	IPR008849; IPR008849	Synaphin; Synaphin
NP_006708.2	NP_006708.2; XP_016884804.1	262; 258	Pfam	PF02513; PF02513	Spin/Ssty Family; Spin/Ssty Family	4.5E-28; 6.5E-28	IPR003671; IPR003671	Spindlin/spermiogenesis-specific protein; Spindlin/spermiogenesis-specific protein
NP_006728.2	NP_006728.2; NP_037421.2	455; 444	Pfam	PF00047; PF00047	Immunoglobulin domain; Immunoglobulin domain	5.5E-10; 1.4E-13	IPR013151; IPR013151	Immunoglobulin; Immunoglobulin
NP_006749.1	NP_001307575.1; NP_006749.1	240; 240	Pfam	PF00642, PF00076; PF00642, PF00076	Zinc finger C-x8-C-x5-C-x3-H type (and similar), RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); Zinc finger C-x8-C-x5-C-x3-H type (and similar), RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	5.8E-7, 1.7E-6; 5.8E-7, 1.7E-6	IPR000571, IPR000504; IPR000571, IPR000504	Zinc finger, CCCH-type, RNA recognition motif domain; Zinc finger, CCCH-type, RNA recognition motif domain
NP_006792.1	NP_006792.1; NP_006845.1	212; 212	Pfam	PF00810; PF00810	ER lumen protein retaining receptor; ER lumen protein retaining receptor	2.4E-56; 1.7E-55	IPR000133; IPR000133	ER lumen protein retaining receptor; ER lumen protein retaining receptor
NP_006813.1	NP_006813.1; NP_001027004.1; NP_543155.2	278; 278; 277	Pfam	PF00071, PF07525; PF00071, PF07525; PF00071, PF07525	Ras family, SOCS box; Ras family, SOCS box; Ras family, SOCS box	1.5E-40, 2.8E-5; 2.2E-39, 1.3E-5; 3.2E-39, 2.3E-6	IPR001806, IPR001496; IPR001806, IPR001496; IPR001806, IPR001496	Small GTPase, SOCS box domain; Small GTPase, SOCS box domain; Small GTPase, SOCS box domain
NP_006817.1	NP_006817.1; XP_016883528.1; XP_016869299.1	245; 246; 245	Pfam	PF00244; PF00244; PF00244	14-3-3 protein; 14-3-3 protein; 14-3-3 protein	2.5E-107; 7.7E-110; 5.8E-110	IPR023410; IPR023410; IPR023410	14-3-3 domain; 14-3-3 domain; 14-3-3 domain
NP_006854.1	NP_006854.1; NP_006856.3; NP_001277200.1	489; 439; 490	Pfam	PF13895; PF13895; PF00047, PF13895	Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain, Immunoglobulin domain	6.0E-13; 3.8E-13; 1.4E-5, 7.4E-15	IPR007110; IPR007110; IPR013151, IPR007110	Immunoglobulin-like domain; Immunoglobulin-like domain; Immunoglobulin, Immunoglobulin-like domain
NP_008842.1	NP_008842.1; NP_604390.1	185; 185	Pfam	PF00049; PF00049	Insulin/IGF/Relaxin family; Insulin/IGF/Relaxin family	1.1E-21; 1.6E-19	IPR016179; IPR016179	Insulin-like; Insulin-like
NP_008853.3	NP_008853.3; NP_001358175.1; NP_001340877.1	2000; 2005; 2009	Pfam	PF06512, PF00520, PF11933; PF11933, PF06512, PF00520; PF00520, PF11933, PF06512	Sodium ion transport-associated, Ion transport protein, Cytoplasmic domain of voltage-gated Na+ ion channel; Cytoplasmic domain of voltage-gated Na+ ion channel, Sodium ion transport-associated, Ion transport protein; Ion transport protein, Cytoplasmic domain of voltage-gated Na+ ion channel, Sodium ion transport-associated	2.4E-59, 1.0E-82, 4.6E-77; 3.5E-77, 8.2E-64, 1.2E-81; 1.4E-81, 3.3E-87, 2.2E-60	IPR010526, IPR005821, IPR024583; IPR024583, IPR010526, IPR005821; IPR005821, IPR024583, IPR010526	Sodium ion transport-associated, Ion transport domain, Voltage-gated Na+ ion channel, cytoplasmic domain; Voltage-gated Na+ ion channel, cytoplasmic domain, Sodium ion transport-associated, Ion transport domain; Ion transport domain, Voltage-gated Na+ ion channel, cytoplasmic domain, Sodium ion transport-associated
NP_008862.1	NP_008862.1; NP_001273166.1	496; 535	Pfam	PF00083; PF00083	Sugar (and other) transporter; Sugar (and other) transporter	1.0E-156; 4.9E-154	IPR005828; IPR005828	Major facilitator,  sugar transporter-like; Major facilitator,  sugar transporter-like
NP_008868.3	NP_008868.3; NP_001002255.1	95; 95	Pfam	PF11976; PF11976	Ubiquitin-2 like Rad60 SUMO-like; Ubiquitin-2 like Rad60 SUMO-like	5.6E-26; 1.0E-21	IPR022617; IPR022617	Rad60/SUMO-like domain; Rad60/SUMO-like domain
NP_008916.2	NP_008916.2; XP_016879042.1; XP_024306149.1; XP_024305900.1; NP_001269436.1; NP_001269440.1	350; 398; 398; 369; 369; 369	Pfam	PF06409; PF06409; PF06409; PF06409; PF06409; PF06409	Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP)	2.9E-168; 2.3E-170; 2.3E-170; 1.7E-161; 9.3E-162; 9.3E-162	-; -; -; -; -; -	-; -; -; -; -; -
NP_009029.3	NP_009029.3; NP_001275582.1	1640; 1679	Pfam	PF01394, PF00637, PF09268, PF13838; PF00637, PF09268, PF01394, PF13838	Clathrin propeller repeat, Region in Clathrin and VPS, Clathrin, heavy-chain linker, Clathrin-H-link; Region in Clathrin and VPS, Clathrin, heavy-chain linker, Clathrin propeller repeat, Clathrin-H-link	1.5E-7, 1.1E-32, 6.9E-11, 9.8E-29; 1.1E-34, 2.8E-14, 3.1E-8, 1.5E-31	IPR022365, IPR000547, IPR015348, -; IPR000547, IPR015348, IPR022365, -	Clathrin, heavy chain, propeller repeat, Clathrin, heavy chain/VPS, 7-fold repeat, Clathrin, heavy chain, linker, core motif, -; Clathrin, heavy chain/VPS, 7-fold repeat, Clathrin, heavy chain, linker, core motif, Clathrin, heavy chain, propeller repeat, -
NP_009051.1	NP_009051.1; NP_061951.1; NP_061966.1	534; 534; 534	Pfam	PF00201; PF00201; PF00201	UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase	1.1E-246; 6.6E-249; 5.6E-254	IPR002213; IPR002213; IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase
NP_009087.1	NP_009087.1; NP_009088.1	799; 803	Pfam	PF00096, PF13912; PF00096	Zinc finger, C2H2 type, C2H2-type zinc finger; Zinc finger, C2H2 type	3.0E-5, 1.7E-4; 3.0E-5	IPR013087, -; IPR013087	Zinc finger C2H2-type, -; Zinc finger C2H2-type
NP_009091.3	NP_009091.3; NP_112145.1	312; 316	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.3E-45; 2.3E-44	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_009157.1	NP_009157.1; NP_689958.1	264; 271	Pfam	PF06312; PF06312	Neurexophilin; Neurexophilin	6.2E-100; 7.9E-113	IPR026845; IPR026845	Neurexophilin/NXPE; Neurexophilin/NXPE
NP_009209.1	NP_009209.1; NP_001350527.1	117; 146	Pfam	PF02991; PF02991	Autophagy protein Atg8 ubiquitin like; Autophagy protein Atg8 ubiquitin like	1.3E-48; 3.0E-38	IPR004241; IPR004241	Autophagy protein Atg8 ubiquitin-like; Autophagy protein Atg8 ubiquitin-like
