NP_000026.2	NP_000026.2; NP_005156.1	364; 364	Pfam	PF00274; PF00274	Fructose-bisphosphate aldolase class-I; Fructose-bisphosphate aldolase class-I	5.2E-173; 8.4E-181	IPR000741; IPR000741	Fructose-bisphosphate aldolase, class-I; Fructose-bisphosphate aldolase, class-I
NP_003396.1	NP_003396.1; NP_036611.2; XP_016883528.1; XP_016869299.1; NP_006817.1; NP_006133.1	246; 247; 246; 245; 245; 248	Pfam	PF00244; PF00244; PF00244; PF00244; PF00244; PF00244	14-3-3 protein; 14-3-3 protein; 14-3-3 protein; 14-3-3 protein; 14-3-3 protein; 14-3-3 protein	8.9E-104; 7.6E-106; 7.7E-110; 5.8E-110; 2.5E-107; 8.3E-102	IPR023410; IPR023410; IPR023410; IPR023410; IPR023410; IPR023410	14-3-3 domain; 14-3-3 domain; 14-3-3 domain; 14-3-3 domain; 14-3-3 domain; 14-3-3 domain
NP_003408.1	NP_003408.1; NP_001018857.2	627; 627	Pfam	PF00096, PF01352; PF00096, PF01352	Zinc finger, C2H2 type, KRAB box; Zinc finger, C2H2 type, KRAB box	6.5E-7, 5.9E-23; 9.2E-7, 1.1E-23	IPR013087, IPR001909; IPR013087, IPR001909	Zinc finger C2H2-type, Krueppel-associated box; Zinc finger C2H2-type, Krueppel-associated box
NP_003482.1	NP_003482.1; XP_016864266.1	235; 229	Pfam	PF00583; PF00583	Acetyltransferase (GNAT) family; Acetyltransferase (GNAT) family	2.0E-15; 3.3E-15	IPR000182; IPR000182	GNAT domain; GNAT domain
NP_003484.1	NP_003484.1; NP_003526.1; NP_003524.1; NP_003527.1; NP_003525.1; NP_066298.1; NP_001368928.1; NP_001363866.1; NP_003522.1; NP_003528.1; NP_003520.1; NP_001005464.1; NP_066403.2; NP_001116847.1; NP_005315.1; NP_001365972.1; NP_001342338.1; NP_001013721.2; NP_001342187.1	136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 136; 135; 136	Pfam	PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125	Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4	4.6E-53; 1.8E-54; 1.8E-54; 1.8E-54; 1.8E-54; 1.8E-54; 1.8E-54; 1.8E-54; 1.8E-54; 1.8E-54; 1.8E-54; 7.6E-54; 7.6E-54; 7.6E-54; 8.5E-54; 8.5E-54; 1.5E-51; 1.0E-51; 1.9E-47	IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125	Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3
NP_003486.1	NP_003539.1; NP_778224.1; NP_003537.1; NP_003532.1; NP_068803.1; NP_003486.1; NP_003534.1; NP_003531.1; NP_003536.1; NP_003530.1; NP_003533.1; NP_003535.1; NP_003529.1; NP_003538.1	103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 103; 98	Pfam	PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; PF15511; 	Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; Centromere kinetochore component CENP-T histone fold; 	2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 2.2E-8; 	IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; IPR035425; 	CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; CENP-T/Histone H4, histone fold; 
NP_003500.1	NP_003505.1; NP_003502.1; NP_003501.1; NP_003500.1; NP_066408.1; NP_066409.1; NP_001035807.1; NP_003507.1; NP_066390.1; NP_003504.2; NP_003503.1; NP_254280.1; NP_542163.1; NP_066544.1; NP_003508.1; NP_778235.1; NP_734466.1; NP_808760.1	130; 130; 130; 130; 130; 130; 130; 130; 130; 130; 130; 130; 128; 128; 129; 130; 131; 129	Pfam	PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF16211, PF00125; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF16211, PF00125; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF16211, PF00125; PF00125, PF16211; PF16211, PF00125; PF16211, PF00125	Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4	7.3E-17, 7.5E-20; 7.3E-17, 7.5E-20; 7.3E-17, 7.5E-20; 7.3E-17, 7.5E-20; 7.3E-17, 7.5E-20; 7.5E-20, 3.8E-17; 2.3E-17, 7.5E-20; 2.3E-17, 7.5E-20; 3.8E-17, 3.4E-20; 3.8E-17, 3.4E-20; 3.4E-20, 3.5E-17; 1.8E-17, 3.4E-20; 6.9E-17, 7.3E-20; 6.9E-17, 7.3E-20; 6.7E-20, 2.3E-17; 3.8E-17, 2.2E-20; 2.0E-20, 1.8E-17; 9.4E-20, 9.7E-17	IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR032454, IPR007125; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR032454, IPR007125; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR032454, IPR007125; IPR007125, IPR032454; IPR032454, IPR007125; IPR032454, IPR007125	Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A, C-terminal domain, Histone H2A/H2B/H3
NP_003509.1	NP_003516.1; NP_003509.1; NP_003513.1; NP_003514.2; NP_001368918.1; NP_003519.1; NP_003515.1; NP_003511.1; NP_542160.1; NP_003518.2; NP_066402.2; NP_066406.1; NP_001154806.1; XP_006723981.1; NP_059141.1; NP_003510.1; NP_003512.1; NP_778225.1; NP_733759.1; NP_001356054.2	126; 126; 126; 126; 126; 126; 126; 126; 126; 126; 126; 126; 134; 126; 126; 126; 126; 126; 127; 122	Pfam	PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125; PF00125	Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4	7.4E-26; 7.4E-26; 7.4E-26; 7.4E-26; 7.4E-26; 3.6E-26; 8.4E-26; 6.0E-26; 7.4E-26; 4.1E-26; 3.6E-26; 7.5E-26; 4.3E-25; 3.2E-24; 3.2E-24; 3.7E-26; 6.6E-25; 1.3E-25; 9.0E-25; 2.0E-19	IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125; IPR007125	Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3; Histone H2A/H2B/H3
NP_003544.2	NP_003544.2; NP_003545.1	314; 323	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	9.3E-57; 1.3E-53	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_003632.4	NP_003632.4; NP_066362.2; NP_006426.2	125; 133; 132	Pfam	PF04505; PF04505; PF04505	Interferon-induced transmembrane protein; Interferon-induced transmembrane protein; Interferon-induced transmembrane protein	5.0E-32; 1.6E-32; 3.5E-32	IPR007593; IPR007593; IPR007593	CD225/Dispanin family; CD225/Dispanin family; CD225/Dispanin family
NP_003696.2	NP_003696.2; XP_006715894.1	678; 686	Pfam	PF00153; PF00153	Mitochondrial carrier protein; Mitochondrial carrier protein	2.8E-25; 7.6E-27	IPR018108; IPR018108	Mitochondrial substrate/solute carrier; Mitochondrial substrate/solute carrier
NP_003726.1	NP_003726.1; NP_061736.1; NP_061737.1; NP_114477.1; NP_061741.1; NP_061739.2; NP_061744.1; NP_061742.1; NP_061743.1; NP_061735.1; NP_061738.1	932; 936; 935; 932; 931; 932; 932; 932; 932; 931; 932	Pfam	PF00028, PF16492, PF08266, PF15974; PF00028, PF16492, PF08266, PF15974; PF15974, PF16492, PF08266, PF00028; PF16492, PF15974, PF00028, PF08266; PF00028, PF15974, PF08266, PF16492; PF08266, PF15974, PF16492, PF00028; PF08266, PF00028, PF15974, PF16492; PF15974, PF08266, PF16492, PF00028; PF00028, PF16492, PF15974, PF08266; PF00028, PF15974, PF08266, PF16492; PF15974, PF16492, PF00028, PF08266	Cadherin domain, Cadherin cytoplasmic C-terminal, Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region; Cadherin domain, Cadherin cytoplasmic C-terminal, Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin cytoplasmic C-terminal, Cadherin-like, Cadherin domain; Cadherin cytoplasmic C-terminal, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain, Cadherin-like; Cadherin domain, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin-like, Cadherin cytoplasmic C-terminal; Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin cytoplasmic C-terminal, Cadherin domain; Cadherin-like, Cadherin domain, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin cytoplasmic C-terminal; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin-like, Cadherin cytoplasmic C-terminal, Cadherin domain; Cadherin domain, Cadherin cytoplasmic C-terminal, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin-like; Cadherin domain, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin-like, Cadherin cytoplasmic C-terminal; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin cytoplasmic C-terminal, Cadherin domain, Cadherin-like	1.1E-16, 3.2E-25, 1.1E-29, 1.5E-24; 4.3E-19, 1.1E-24, 5.0E-33, 1.6E-24; 1.7E-24, 5.2E-24, 5.0E-33, 1.0E-16; 2.3E-22, 1.5E-24, 1.4E-16, 2.3E-31; 4.7E-18, 1.5E-24, 9.8E-34, 7.9E-26; 1.7E-32, 1.5E-24, 3.9E-26, 1.3E-15; 2.3E-32, 2.8E-16, 1.5E-24, 1.5E-22; 1.5E-24, 1.1E-32, 5.1E-26, 8.5E-19; 6.6E-18, 2.6E-25, 1.5E-24, 2.6E-32; 5.4E-19, 1.5E-24, 5.3E-32, 9.6E-25; 1.5E-24, 4.2E-25, 3.6E-16, 1.5E-32	IPR002126, IPR032455, IPR013164, IPR031904; IPR002126, IPR032455, IPR013164, IPR031904; IPR031904, IPR032455, IPR013164, IPR002126; IPR032455, IPR031904, IPR002126, IPR013164; IPR002126, IPR031904, IPR013164, IPR032455; IPR013164, IPR031904, IPR032455, IPR002126; IPR013164, IPR002126, IPR031904, IPR032455; IPR031904, IPR013164, IPR032455, IPR002126; IPR002126, IPR032455, IPR031904, IPR013164; IPR002126, IPR031904, IPR013164, IPR032455; IPR031904, IPR032455, IPR002126, IPR013164	Cadherin-like, Cadherin, cytoplasmic C-terminal domain, Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain; Cadherin-like, Cadherin, cytoplasmic C-terminal domain, Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain; Cadherin, C-terminal catenin-binding domain, Cadherin, cytoplasmic C-terminal domain, Cadherin, N-terminal, Cadherin-like; Cadherin, cytoplasmic C-terminal domain, Cadherin, C-terminal catenin-binding domain, Cadherin-like, Cadherin, N-terminal; Cadherin-like, Cadherin, C-terminal catenin-binding domain, Cadherin, N-terminal, Cadherin, cytoplasmic C-terminal domain; Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain, Cadherin, cytoplasmic C-terminal domain, Cadherin-like; Cadherin, N-terminal, Cadherin-like, Cadherin, C-terminal catenin-binding domain, Cadherin, cytoplasmic C-terminal domain; Cadherin, C-terminal catenin-binding domain, Cadherin, N-terminal, Cadherin, cytoplasmic C-terminal domain, Cadherin-like; Cadherin-like, Cadherin, cytoplasmic C-terminal domain, Cadherin, C-terminal catenin-binding domain, Cadherin, N-terminal; Cadherin-like, Cadherin, C-terminal catenin-binding domain, Cadherin, N-terminal, Cadherin, cytoplasmic C-terminal domain; Cadherin, C-terminal catenin-binding domain, Cadherin, cytoplasmic C-terminal domain, Cadherin-like, Cadherin, N-terminal
NP_003727.1	NP_003727.1; NP_061748.1; NP_061745.1; NP_061749.1; NP_061747.2; NP_061750.1; NP_061746.1	923; 923; 927; 930; 929; 929; 931	Pfam	PF00028, PF16492, PF15974, PF08266; PF16492, PF15974, PF00028, PF08266; PF15974, PF00028, PF16492, PF08266; PF15974, PF00028, PF08266, PF16492; PF16492, PF00028, PF08266, PF15974; PF08266, PF16492, PF00028, PF15974; PF00028, PF15974, PF08266, PF16492	Cadherin domain, Cadherin cytoplasmic C-terminal, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin-like; Cadherin cytoplasmic C-terminal, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain, Cadherin-like; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain, Cadherin cytoplasmic C-terminal, Cadherin-like; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain, Cadherin-like, Cadherin cytoplasmic C-terminal; Cadherin cytoplasmic C-terminal, Cadherin domain, Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region; Cadherin-like, Cadherin cytoplasmic C-terminal, Cadherin domain, Cadherin C-terminal cytoplasmic tail, catenin-binding region; Cadherin domain, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin-like, Cadherin cytoplasmic C-terminal	1.4E-18, 2.4E-22, 1.5E-24, 6.0E-28; 2.9E-22, 1.5E-24, 8.2E-20, 6.0E-28; 1.5E-24, 1.6E-19, 1.2E-22, 5.0E-26; 1.5E-24, 1.8E-17, 1.2E-27, 2.1E-20; 1.2E-17, 1.8E-16, 3.1E-28, 1.5E-24; 7.8E-28, 9.3E-19, 1.3E-18, 1.5E-24; 2.0E-17, 1.5E-24, 1.9E-28, 2.1E-22	IPR002126, IPR032455, IPR031904, IPR013164; IPR032455, IPR031904, IPR002126, IPR013164; IPR031904, IPR002126, IPR032455, IPR013164; IPR031904, IPR002126, IPR013164, IPR032455; IPR032455, IPR002126, IPR013164, IPR031904; IPR013164, IPR032455, IPR002126, IPR031904; IPR002126, IPR031904, IPR013164, IPR032455	Cadherin-like, Cadherin, cytoplasmic C-terminal domain, Cadherin, C-terminal catenin-binding domain, Cadherin, N-terminal; Cadherin, cytoplasmic C-terminal domain, Cadherin, C-terminal catenin-binding domain, Cadherin-like, Cadherin, N-terminal; Cadherin, C-terminal catenin-binding domain, Cadherin-like, Cadherin, cytoplasmic C-terminal domain, Cadherin, N-terminal; Cadherin, C-terminal catenin-binding domain, Cadherin-like, Cadherin, N-terminal, Cadherin, cytoplasmic C-terminal domain; Cadherin, cytoplasmic C-terminal domain, Cadherin-like, Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain; Cadherin, N-terminal, Cadherin, cytoplasmic C-terminal domain, Cadherin-like, Cadherin, C-terminal catenin-binding domain; Cadherin-like, Cadherin, C-terminal catenin-binding domain, Cadherin, N-terminal, Cadherin, cytoplasmic C-terminal domain
NP_003737.1	NP_003737.1; NP_542408.1	89; 89	Pfam	PF01221; PF01221	Dynein light chain type 1; Dynein light chain type 1	1.1E-42; 2.7E-43	IPR001372; IPR001372	Dynein light chain, type 1/2; Dynein light chain, type 1/2
NP_003761.3	NP_003761.3; NP_006762.3	449; 456	Pfam	PF00038; PF00038	Intermediate filament protein; Intermediate filament protein	1.6E-92; 3.7E-92	IPR039008; IPR039008	Intermediate filament, rod domain; Intermediate filament, rod domain
NP_003765.2	NP_003765.2; NP_001186710.1	578; 575	Pfam	PF00652, PF00535; PF00652, PF00535	Ricin-type beta-trefoil lectin domain, Glycosyl transferase family 2; Ricin-type beta-trefoil lectin domain, Glycosyl transferase family 2	6.4E-25, 1.4E-35; 6.4E-25, 1.4E-35	IPR000772, IPR001173; IPR000772, IPR001173	Ricin B, lectin domain, Glycosyltransferase 2-like; Ricin B, lectin domain, Glycosyltransferase 2-like
NP_003786.1	NP_003786.1; NP_037478.2	162; 162	Pfam	PF00787; PF00787	PX domain; PX domain	6.8E-23; 5.1E-22	IPR001683; IPR001683	Phox homology; Phox homology
NP_003818.2	NP_003818.2; NP_001269947.1	295; 302	Pfam	PF14938; PF14938	Soluble NSF attachment protein, SNAP; Soluble NSF attachment protein, SNAP	4.1E-110; 1.6E-107	-; -	-; -
NP_003875.3	NP_003875.3; NP_001363156.1	832; 838	Pfam	PF06466, PF00439, PF00583; PF00439, PF00583, PF06466	PCAF (P300/CBP-associated factor) N-terminal domain, Bromodomain, Acetyltransferase (GNAT) family; Bromodomain, Acetyltransferase (GNAT) family, PCAF (P300/CBP-associated factor) N-terminal domain	9.6E-111, 4.5E-24, 1.8E-9; 3.4E-22, 8.5E-10, 1.3E-117	IPR009464, IPR001487, IPR000182; IPR001487, IPR000182, IPR009464	PCAF, N-terminal, Bromodomain, GNAT domain; Bromodomain, GNAT domain, PCAF, N-terminal
NP_003973.3	NP_003973.3; NP_003974.3	511; 515	Pfam	PF13520; PF13520	Amino acid permease; Amino acid permease	6.1E-59; 6.1E-64	IPR002293; IPR002293	Amino acid/polyamine transporter I; Amino acid/polyamine transporter I
NP_003983.2	NP_003983.2; NP_001281267.1	490; 499	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	1.7E-46; 6.9E-50	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_004057.1	NP_004057.1; NP_004335.1	172; 172	Pfam	PF13499; PF13499	EF-hand domain pair; EF-hand domain pair	1.2E-13; 1.3E-13	IPR002048; IPR002048	EF-hand domain; EF-hand domain
NP_004107.1	NP_004107.1; NP_463460.1	108; 108	Pfam	PF00254; PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase; FKBP-type peptidyl-prolyl cis-trans isomerase	3.0E-32; 6.0E-34	IPR001179; IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain; FKBP-type peptidyl-prolyl cis-trans isomerase domain
