NP_000076.2	NP_000076.2; NP_004061.3	687; 687	Pfam	PF00571, PF00654; PF00654, PF00571	CBS domain, Voltage gated chloride channel; Voltage gated chloride channel, CBS domain	2.1E-5, 2.6E-73; 1.4E-74, 9.1E-5	IPR000644, IPR001807; IPR001807, IPR000644	CBS domain, Chloride channel, voltage gated; Chloride channel, voltage gated, CBS domain
NP_001308856.1	NP_001308856.1; XP_011519496.1	448; 448	Pfam	PF02807, PF00217; PF02807, PF00217	ATP:guanido phosphotransferase, N-terminal domain, ATP:guanido phosphotransferase, C-terminal catalytic domain; ATP:guanido phosphotransferase, N-terminal domain, ATP:guanido phosphotransferase, C-terminal catalytic domain	2.4E-29, 5.2E-82; 2.4E-29, 5.2E-82	IPR022413, IPR022414; IPR022413, IPR022414	ATP:guanido phosphotransferase, N-terminal, ATP:guanido phosphotransferase, catalytic domain; ATP:guanido phosphotransferase, N-terminal, ATP:guanido phosphotransferase, catalytic domain
NP_001310008.1	NP_001310008.1; NP_001338043.1	333; 333	Pfam	PF00447; PF00447	HSF-type DNA-binding; HSF-type DNA-binding	1.2E-23; 2.7E-24	IPR000232; IPR000232	Heat shock factor (HSF)-type, DNA-binding; Heat shock factor (HSF)-type, DNA-binding
NP_001311209.1	NP_001311209.1; XP_016885074.1	158; 158	Pfam	; 	; 	; 	; 	; 
NP_001334999.1	NP_001334999.1; NP_001335001.1; NP_001335132.1	79; 79; 79	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001338280.1	NP_001338280.1; NP_001369433.1; NP_001369483.1; NP_001369454.1; NP_001369476.1; NP_001369423.1; NP_001369492.1; NP_001369484.1	265; 265; 265; 265; 265; 265; 265; 265	Pfam	PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357	Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein	2.5E-40; 2.5E-40; 2.5E-40; 2.5E-40; 2.5E-40; 2.5E-40; 2.5E-40; 1.6E-40	IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984	Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy
NP_001342205.2	NP_001342205.2; NP_001342206.1; NP_001342207.1	272; 272; 272	Pfam	PF04828; PF04828; PF04828	Glutathione-dependent formaldehyde-activating enzyme; Glutathione-dependent formaldehyde-activating enzyme; Glutathione-dependent formaldehyde-activating enzyme	1.5E-8; 1.5E-8; 1.5E-8	IPR006913; IPR006913; IPR006913	CENP-V/GFA domain; CENP-V/GFA domain; CENP-V/GFA domain
NP_001342386.1	NP_001342386.1; XP_016866378.1	805; 805	Pfam	PF15663; PF15663	Zinc-finger containing family; Zinc-finger containing family	7.1E-58; 4.6E-58	IPR041686; IPR041686	Zinc-finger CCCH domain; Zinc-finger CCCH domain
NP_001350942.1	NP_001350942.1; NP_001382160.1	293; 286	Pfam	PF07645, PF00008; PF00008, PF12661, PF07645	Calcium-binding EGF domain, EGF-like domain; EGF-like domain, Human growth factor-like EGF, Calcium-binding EGF domain	2.7E-9, 1.3E-8; 1.3E-8, 0.019, 1.9E-9	IPR001881, IPR000742; IPR000742, IPR013032, IPR001881	EGF-like calcium-binding domain, EGF-like domain; EGF-like domain, EGF-like, conserved site, EGF-like calcium-binding domain
NP_001352302.2	NP_001352302.2; NP_001381687.1	826; 832	Pfam	; 	; 	; 	; 	; 
NP_001354277.1	NP_001354277.1; NP_001373749.1	139; 139	Pfam	; 	; 	; 	; 	; 
NP_001355229.1	NP_001355229.1; NP_001355231.1	1111; 1111	Pfam	PF04218, PF03221, PF02946; PF04218, PF18658, PF03221, PF02946	CENP-B N-terminal DNA-binding domain, Tc5 transposase DNA-binding domain, GTF2I-like repeat; CENP-B N-terminal DNA-binding domain, Spin-doc zinc-finger, Tc5 transposase DNA-binding domain, GTF2I-like repeat	3.2E-5, 5.7E-13, 9.5E-33; 3.2E-5, 1.9E-6, 5.7E-13, 9.5E-33	IPR007889, IPR006600, IPR004212; IPR007889, IPR040647, IPR006600, IPR004212	DNA binding HTH domain, Psq-type, HTH CenpB-type DNA-binding domain, GTF2I-like repeat; DNA binding HTH domain, Psq-type, SPIN-DOC-like, zinc-finger, HTH CenpB-type DNA-binding domain, GTF2I-like repeat
NP_001356428.1	NP_001356428.1; XP_006722311.1; XP_006721967.1; XP_006722286.1; XP_011523474.1; XP_005276971.1; XP_006722298.1; XP_005258037.2	610; 610; 610; 610; 610; 610; 610; 610	Pfam	PF00566; PF00566; PF00566; PF00566; PF00566; PF00566; PF00566; PF00566	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain	3.0E-37; 3.0E-37; 3.0E-37; 1.7E-37; 4.6E-37; 4.0E-37; 2.4E-37; 2.2E-36	IPR000195; IPR000195; IPR000195; IPR000195; IPR000195; IPR000195; IPR000195; IPR000195	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain
NP_001357154.1	NP_001357154.1; NP_003332.1	201; 193	Pfam	PF00179; PF00179	Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme	4.3E-47; 9.4E-47	IPR000608; IPR000608	Ubiquitin-conjugating enzyme E2; Ubiquitin-conjugating enzyme E2
NP_001358269.1	NP_001358269.1; NP_001381830.1; NP_001358423.1	398; 398; 398	Pfam	PF00412; PF00412; PF00412	LIM domain; LIM domain; LIM domain	1.0E-14; 1.0E-14; 1.8E-14	IPR001781; IPR001781; IPR001781	Zinc finger, LIM-type; Zinc finger, LIM-type; Zinc finger, LIM-type
NP_001368781.1	NP_001368781.1; XP_011528118.1	166; 166	Pfam	PF01187; PF01187	Macrophage migration inhibitory factor (MIF); Macrophage migration inhibitory factor (MIF)	1.3E-41; 1.3E-41	IPR001398; IPR001398	Macrophage migration inhibitory factor; Macrophage migration inhibitory factor
NP_001372981.1	NP_001372981.1; NP_001372989.1	308; 317	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.1E-42; 1.8E-42	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001373027.1	NP_001373027.1; XP_016880186.1	315; 323	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.5E-56; 1.1E-54	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001376249.1	NP_001376249.1; NP_001383170.1	320; 320	Pfam	PF00076, PF11627; PF11627, PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), Nuclear factor hnRNPA1; Nuclear factor hnRNPA1, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.3E-17, 3.3E-19; 7.5E-19, 1.1E-17	IPR000504, IPR021662; IPR021662, IPR000504	RNA recognition motif domain, Nuclear factor hnRNPA1; Nuclear factor hnRNPA1, RNA recognition motif domain
NP_001378839.1	NP_001378839.1; XP_005260920.1; XP_024308032.1	252; 252; 252	Pfam	PF01019; PF01019; PF01019	Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase	4.7E-65; 6.2E-67; 6.6E-61	-; -; -	-; -; -
NP_001381147.1	NP_001381147.1; XP_006713576.1	212; 212	Pfam	; 	; 	; 	; 	; 
NP_001381872.1	NP_001381872.1; NP_001381882.1	352; 352	Pfam	PF11357; PF11357	Cell cycle regulatory protein; Cell cycle regulatory protein	7.1E-44; 4.6E-43	IPR020984; IPR020984	Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy
NP_001382182.1	NP_001382182.1; XP_016871875.1	375; 375	Pfam	PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	1.7E-48; 6.1E-48	IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_001382263.1	NP_001382263.1; XP_024308147.1	127; 127	Pfam	; 	; 	; 	; 	; 
NP_001382333.1	NP_001382333.1; NP_001382337.1	100; 96	Pfam	; 	; 	; 	; 	; 
NP_001382954.1	NP_001382954.1; NP_001382955.1; NP_001382956.1	232; 232; 231	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_005251178.1	XP_005251179.1; XP_005251178.1	675; 675	Pfam	PF15870; PF15870	ElonginA binding-protein 1; ElonginA binding-protein 1	8.4E-23; 8.4E-23	IPR031736; IPR031736	Elongin A binding-protein 1; Elongin A binding-protein 1
XP_005252684.1	XP_005252684.1; XP_011517608.1	185; 181	Pfam	PF00062; PF00062	C-type lysozyme/alpha-lactalbumin family; C-type lysozyme/alpha-lactalbumin family	1.4E-36; 6.2E-24	IPR001916; IPR001916	Glycoside hydrolase, family 22; Glycoside hydrolase, family 22
XP_005252861.2	XP_005252861.2; XP_011533664.1	138; 138	Pfam	PF01099; PF01099	Uteroglobin family; Uteroglobin family	2.9E-23; 2.7E-22	IPR016126; IPR016126	Secretoglobin; Secretoglobin
XP_005263893.1	XP_005263893.1; XP_011510444.1	480; 482	Pfam	PF14917; PF14917	Coiled coil protein 74, C terminal; Coiled coil protein 74, C terminal	1.1E-36; 6.8E-39	IPR029422; IPR029422	Coiled coil protein 74, C-terminal; Coiled coil protein 74, C-terminal
XP_005274621.1	XP_005274621.1; XP_024308258.1	836; 836	Pfam	PF00135; PF00135	Carboxylesterase family; Carboxylesterase family	2.6E-205; 6.5E-204	IPR002018; IPR002018	Carboxylesterase, type B; Carboxylesterase, type B
XP_011509584.1	XP_011509584.1; XP_016858959.1	339; 336	Pfam	PF01557; PF01557	Fumarylacetoacetate (FAA) hydrolase family; Fumarylacetoacetate (FAA) hydrolase family	5.6E-66; 5.5E-65	IPR011234; IPR011234	Fumarylacetoacetase-like, C-terminal; Fumarylacetoacetase-like, C-terminal
XP_011516308.1	XP_011516308.1; XP_011543973.1	1373; 1373	Pfam	PF15371, PF14650; PF14650, PF15371	Domain of unknown function (DUF4599), FAM75 family; FAM75 family, Domain of unknown function (DUF4599)	5.4E-21, 2.9E-129; 1.3E-127, 4.2E-22	IPR027970, IPR039509; IPR039509, IPR027970	Domain of unknown function DUF4599, SPATA31/FAM205; SPATA31/FAM205, Domain of unknown function DUF4599
XP_011523177.1	XP_011523177.1; XP_011544689.1	203; 203	Pfam	PF15840, PF00025; PF00025, PF15840	ADP-ribosylation factor-like protein 17, ADP-ribosylation factor family; ADP-ribosylation factor family, ADP-ribosylation factor-like protein 17	1.1E-43, 1.3E-29; 1.3E-29, 1.1E-43	IPR031687, IPR006689; IPR006689, IPR031687	ADP-ribosylation factor-like protein 17, C-terminal, Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type, ADP-ribosylation factor-like protein 17, C-terminal
XP_011529621.1	XP_016885264.1; XP_011529682.1; XP_011529685.1; XP_011529684.1; XP_011529683.1; XP_016884679.1; XP_011529690.1; XP_011529689.1; XP_011529688.1; XP_011529687.1; XP_011529686.1; XP_011529621.1	303; 303; 303; 303; 303; 303; 303; 303; 303; 303; 303; 303	Pfam	PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623	Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47	5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108	IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930	Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47
XP_011531466.1	XP_011531466.1; XP_024308985.1	246; 246	Pfam	PF07686; PF07686	Immunoglobulin V-set domain; Immunoglobulin V-set domain	1.3E-17; 1.5E-16	IPR013106; IPR013106	Immunoglobulin V-set domain; Immunoglobulin V-set domain
XP_011538734.1	XP_011538734.1; XP_024303996.1	481; 474	Pfam	PF00168; PF00168	C2 domain; C2 domain	1.2E-15; 1.2E-15	IPR000008; IPR000008	C2 domain; C2 domain
XP_011544345.1	XP_011544345.1; XP_011544545.1	223; 223	Pfam	; 	; 	; 	; 	; 
XP_011545352.1	XP_011545352.1; XP_011546876.1; XP_016885787.1	649; 649; 649	Pfam	PF13895, PF00047; PF13895; PF13895	Immunoglobulin domain, Immunoglobulin domain; Immunoglobulin domain; Immunoglobulin domain	1.1E-11, 2.0E-5; 1.1E-11; 1.3E-11	IPR007110, IPR013151; IPR007110; IPR007110	Immunoglobulin-like domain, Immunoglobulin; Immunoglobulin-like domain; Immunoglobulin-like domain
XP_011547124.1	XP_024308349.1; XP_016885818.1; XP_016885817.1; XP_011547124.1	109; 109; 109; 109	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
XP_016858330.1	XP_016858330.1; NP_001317054.1; NP_055046.1	122; 118; 118	Pfam	PF00957; PF00957; PF00957	Synaptobrevin; Synaptobrevin; Synaptobrevin	9.8E-34; 6.0E-35; 1.6E-33	IPR001388; IPR001388; IPR001388	Synaptobrevin; Synaptobrevin; Synaptobrevin
XP_016858692.1	XP_016858692.1; XP_016884032.1	239; 239	Pfam	PF00071; PF00071	Ras family; Ras family	1.3E-37; 2.9E-37	IPR001806; IPR001806	Small GTPase; Small GTPase
XP_016859592.1	XP_016859592.1; XP_016860328.1	1805; 1811	Pfam	PF16704, PF01465, PF00638; PF00638	Rab binding domain, GRIP domain, RanBP1 domain; RanBP1 domain	4.8E-34, 4.8E-15, 5.2E-54; 2.6E-53	IPR032023, IPR000237, IPR000156; IPR000156	GCC2, Rab binding domain, GRIP domain, Ran binding domain; Ran binding domain
XP_016859650.1	XP_016859650.1; XP_016860322.1	1075; 1085	Pfam	PF12796, PF14915, PF00022; PF12796, PF14915, PF00022	Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region, Actin; Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region, Actin	9.8E-14, 1.4E-14, 6.1E-141; 3.3E-13, 3.1E-14, 6.2E-141	IPR020683, IPR039497, IPR004000; IPR020683, IPR039497, IPR004000	Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain, Actin family; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain, Actin family
XP_016867115.1	XP_016867115.1; XP_016867150.1	840; 840	Pfam	PF00168, PF00616, PF00169, PF00779; PF00168, PF00616, PF00169, PF00779	C2 domain, GTPase-activator protein for Ras-like GTPase, PH domain, BTK motif; C2 domain, GTPase-activator protein for Ras-like GTPase, PH domain, BTK motif	4.2E-26, 9.5E-37, 8.5E-9, 1.0E-11; 4.2E-26, 2.3E-37, 8.5E-9, 1.0E-11	IPR000008, IPR001936, IPR001849, IPR001562; IPR000008, IPR001936, IPR001849, IPR001562	C2 domain, Ras GTPase-activating domain, Pleckstrin homology domain, Zinc finger, Btk motif; C2 domain, Ras GTPase-activating domain, Pleckstrin homology domain, Zinc finger, Btk motif
XP_016873024.1	XP_016873024.1; XP_016873205.1	313; 313	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	2.0E-45; 1.2E-45	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
XP_016874920.1	XP_016874920.1; XP_016880225.1	83; 87	Pfam	PF04868; PF04868	Retinal cGMP phosphodiesterase, gamma subunit; Retinal cGMP phosphodiesterase, gamma subunit	1.1E-51; 4.1E-47	IPR006952; IPR006952	Retinal cGMP phosphodiesterase, gamma subunit; Retinal cGMP phosphodiesterase, gamma subunit
XP_016878592.1	XP_016879128.1; XP_016878592.1; XP_016885615.1	132; 132; 132	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_016879042.1	XP_016879042.1; XP_024306149.1	398; 398	Pfam	PF06409; PF06409	Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP)	2.3E-170; 2.3E-170	-; -	-; -
XP_016879080.1	XP_016879445.1; XP_016879440.1; XP_016879080.1; XP_016885612.1; XP_016879123.1	167; 167; 167; 167; 167	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
XP_016879462.1	XP_016879462.1; XP_016885705.1	186; 186	Pfam	; 	; 	; 	; 	; 
XP_016885102.1	XP_016885102.1; XP_016885248.1	188; 188	Pfam	PF01352, PF09514; PF01352, PF09514	KRAB box, SSXRD motif; KRAB box, SSXRD motif	1.9E-4, 9.3E-14; 1.9E-4, 9.3E-14	IPR001909, IPR019041; IPR001909, IPR019041	Krueppel-associated box, SSXRD motif; Krueppel-associated box, SSXRD motif
XP_016885235.1	XP_016885235.1; XP_016885237.1	148; 148	Pfam	; 	; 	; 	; 	; 
XP_016885781.1	XP_024308330.1; XP_024308319.1; XP_024308314.1; XP_024308306.1; XP_016885781.1	250; 250; 250; 250; 250	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
XP_024302459.1	XP_024302459.1; XP_024302670.1	875; 875	Pfam	PF02493; PF02493	MORN repeat; MORN repeat	7.0E-7; 7.0E-7	IPR003409; IPR003409	MORN motif; MORN motif
XP_024305576.1	XP_024305672.1; XP_024305576.1	669; 669	Pfam	PF19046, PF15070; PF19046, PF15070	GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5	6.2E-22, 3.8E-26; 6.2E-22, 3.8E-26	IPR043937, IPR043976; IPR043937, IPR043976	Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain
XP_024308355.1	XP_024308356.1; XP_024308355.1	654; 654	Pfam	PF15229; PF15229	POM121 family; POM121 family	6.7E-10; 6.7E-10	-; -	-; -
XP_037772307.1	XP_037772308.1; XP_037772307.1	218; 218	Pfam	; 	; 	; 	; 	; 
